Issued date,Sales order Number,Sales Order ID,SO Item ID,Account ID,SO Item Product Number,Product ID,Product,Billing Address,Billing City,Billing State,Billing Zip,Sales Rep Initials,Customer Name,Item,Product Description,Account ID,Sales person,Qty Fulfilled,Unit price,Total price,Total cost,Sales Order Line Item,So ct
01-06-2026,10127,25231,76406,2052,KB-3000,207,KB-3000,11114 E US HWY 24,Sugar Creek,Missouri,64054,ADM,Wild Side Sugar Creek (MO),KB-3000,Focus+Flow 12PK,2052,admin,4,$55.80,$223.20,$20.98,4.00,2.00
01-06-2026,10128,25233,76412,1463,KB-3000,207,KB-3000,1934 Sheridan Avenue,Cody,Wyoming,82414,BG,Capitol Botanicals | WY,KB-3000,Focus+Flow 12PK,1463,BrandonG,3,$60.00,$180.00,$15.73,1.00,1.00
01-06-2026,10129,25235,76422,1783,KB-3000,207,KB-3000,146-33 35th Ave,Flushing,New York,11354,DW,Noreservations,KB-3000,Focus+Flow 12PK,1783,DerekW,4,$60.00,$240.00,$20.98,1.00,1.00
01-06-2026,10127,25231,76407,2052,KB-3001,193,KB-3001,11114 E US HWY 24,Sugar Creek,Missouri,64054,ADM,Wild Side Sugar Creek (MO),KB-3001,Release + Relax 12pk,2052,admin,4,$55.80,$223.20,$66.00,6.00,2.00
01-06-2026,10130,25236,76424,1473,KB-3001,193,KB-3001,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,KB-3001,Release + Relax 12pk,1473,DerekW,4,$54.00,$216.00,$66.00,1.00,1.00
01-06-2026,10080,25174,76215,1675,KB-3002,196,KB-3002,1829 Dell Range Blvd,Cheyenne,Wyoming,82009,BG,Pluto's Smoke Shop | WY,KB-3002,Zoom 12PK,1675,BrandonG,4,$42.00,$168.00,$64.92,2.00,1.00
01-06-2026,10128,25233,76413,1463,KB-3002,196,KB-3002,1934 Sheridan Avenue,Cody,Wyoming,82414,BG,Capitol Botanicals | WY,KB-3002,Zoom 12PK,1463,BrandonG,2,$42.00,$84.00,$32.46,2.00,1.00
01-06-2026,10080,25174,76216,1675,KB-3003,204,KB-3003,1829 Dell Range Blvd,Cheyenne,Wyoming,82009,BG,Pluto's Smoke Shop | WY,KB-3003,Mango-Tango 12pk,1675,BrandonG,2,$60.00,$120.00,$34.47,3.00,1.00
01-06-2026,10127,25231,76405,2052,KB-3003,204,KB-3003,11114 E US HWY 24,Sugar Creek,Missouri,64054,ADM,Wild Side Sugar Creek (MO),KB-3003,Mango-Tango 12pk,2052,admin,2,$60.00,$120.00,$34.47,2.00,2.00
01-06-2026,10026,25018,75637,121,KB-4000,206,KB-4000,220 N River Ridge Circle,Burnsville,Minnesota,55337,DW,Savage Wholesale,KB-4000,Focus MC12,121,DerekW,50,$612.00,"$30,600.00","$10,979.50",1.00,1.00
01-06-2026,10031,25026,75676,504,KB-4000,206,KB-4000,1609 Abram Ct,San Leandro,California,94577,BW,Raw Distribution,KB-4000,Focus MC12,504,BenW,52,$612.00,"$31,824.00","$11,418.68",1.00,1.00
01-06-2026,10077,25170,76200,427,KB-4000,206,KB-4000,6628 W 10th st. #101,Greeley,Colorado,80634,BG,420 Friendlys CBD and Kratom shop,KB-4000,Focus MC12,427,BrandonG,4,$684.00,"$2,736.00",$857.90,1.00,1.00
01-06-2026,10086,25180,76245,1055,KB-4000,206,KB-4000,13015 Abercorn St. Unit E 3A,Savannah,Georgia,31419,ADM,WILD SIDE SAVANNAH-SA (GA),KB-4000,Focus MC12,1055,admin,2,$669.60,"$1,339.20",$433.67,2.00,2.00
01-06-2026,10111,25204,76309,1830,KB-4000,206,KB-4000,22595 Pillsbury Avenue,Lakeville,Minnesota,55044,JL,Eros Wholesalers,KB-4000,Focus MC12,1830,Jared,28,$626.40,"$17,539.20","$6,148.52",1.00,1.00
01-06-2026,10117,25211,76321,2047,KB-4000,206,KB-4000,1503 W STATE HWY J,OZARK,Missouri,65721,BW,2 CHICKS AND A HEADSHOP,KB-4000,Focus MC12,2047,BenW,2,$720.00,"$1,440.00",$428.95,1.00,1.00
01-06-2026,10123,25218,76353,1866,KB-4000,206,KB-4000,2350 W Hemingway Blvd,Nampa,Idaho,83651,ADM,SF Professional Distribution LLC,KB-4000,Focus MC12,1866,admin,10,$684.00,"$6,840.00","$2,273.59",1.00,1.00
01-06-2026,10124,25228,76399,1069,KB-4000,206,KB-4000,8196 Colorado Blvd Unit N-5,Firestone,Colorado,80525,ADM,WILD SIDE FIRESTONE-FRS (CO),KB-4000,Focus MC12,1069,admin,4,$669.60,"$2,678.40",$867.34,2.00,2.00
01-06-2026,10125,25229,76401,1428,KB-4000,206,KB-4000,1001 Coffeen Ave,Sheridan,Wyoming,82801,BG,iCloud Vape and Smoke | Sheridan,KB-4000,Focus MC12,1428,BrandonG,3,$684.00,"$2,052.00",$650.51,1.00,1.00
01-06-2026,10126,25230,76403,1023,KB-4000,206,KB-4000,"ATTN: Eli, 1215 S Douglas Hwy",Gillette,Wyoming,82716,BG,iCloud Vape and Smoke 2 | Gilette,KB-4000,Focus MC12,1023,BrandonG,3,$684.00,"$2,052.00",$643.43,1.00,1.00
01-06-2026,10131,25237,76428,115,KB-4000,206,KB-4000,1802 Enterprise Blvd,West Sacramento,California,95691,BW,Honest Inc,KB-4000,Focus MC12,115,BenW,56,$612.00,"$34,272.00","$12,732.08",1.00,1.00
01-06-2026,10132,25240,76449,1429,KB-4000,206,KB-4000,1660 N 4th St,Laramie,Wyoming,82072,BG,iCloud Vape and Smoke | Laramie,KB-4000,Focus MC12,1429,BrandonG,3,$684.00,"$2,052.00",$669.45,1.00,1.00
01-06-2026,10136,25251,76493,1076,KB-4000,206,KB-4000,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,KB-4000,Focus MC12,1076,BenW,15,$612.00,"$9,180.00","$3,293.85",1.00,1.00
01-06-2026,10026,25018,75638,121,KB-4001,194,KB-4001,220 N River Ridge Circle,Burnsville,Minnesota,55337,DW,Savage Wholesale,KB-4001,Release + Relax MC (12 boxes),121,DerekW,4,$525.60,"$2,102.40",$700.78,2.00,1.00
01-06-2026,10031,25026,76482,504,KB-4001,194,KB-4001,1609 Abram Ct,San Leandro,California,94577,BW,Raw Distribution,KB-4001,Release + Relax MC (12 boxes),504,BenW,4,$525.60,"$2,102.40",$700.78,3.00,1.00
01-06-2026,10026,25018,75639,121,KB-4002,197,KB-4002,220 N River Ridge Circle,Burnsville,Minnesota,55337,DW,Savage Wholesale,KB-4002,Zoom MC (12 boxes),121,DerekW,1,$432.00,$432.00,$119.31,3.00,1.00
01-06-2026,10026,25018,75640,121,KB-4003,205,KB-4003,220 N River Ridge Circle,Burnsville,Minnesota,55337,DW,Savage Wholesale,KB-4003,Mango-Tango MC 12CT,121,DerekW,1,$554.40,$554.40,$174.74,4.00,1.00
01-06-2026,10122,25216,76344,1158,KB-4003,205,KB-4003,1421 Holmes Rd,Elgin,Illinois,60123,ADM,Jay Maha Inc,KB-4003,Mango-Tango MC 12CT,1158,admin,1,$684.00,$684.00,$174.74,1.00,1.00
01-06-2026,10026,25018,76744,121,Shipping,11,Shipping,220 N River Ridge Circle,Burnsville,Minnesota,55337,DW,Savage Wholesale,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121601430,121,DerekW,1,$0.00,$0.00,$0.00,5.00,1.00
01-06-2026,10031,25026,75677,504,Shipping,11,Shipping,1609 Abram Ct,San Leandro,California,94577,BW,Raw Distribution,Shipping,Shipping,504,BenW,1,$345.60,$345.60,$0.05,2.00,1.00
01-06-2026,10031,25026,76746,504,Shipping,11,Shipping,1609 Abram Ct,San Leandro,California,94577,BW,Raw Distribution,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121607190,504,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-06-2026,10077,25170,76448,427,Shipping,11,Shipping,6628 W 10th st. #101,Greeley,Colorado,80634,BG,420 Friendlys CBD and Kratom shop,Shipping,Shipping Tracking: 1Z90V7160337543404,427,BrandonG,1,$0.00,$0.00,$0.00,2.00,1.00
01-06-2026,10080,25174,76217,1675,Shipping,11,Shipping,1829 Dell Range Blvd,Cheyenne,Wyoming,82009,BG,Pluto's Smoke Shop | WY,Shipping,Shipping,1675,BrandonG,1,$20.00,$20.00,$0.05,4.00,1.00
01-06-2026,10080,25174,76462,1675,Shipping,11,Shipping,1829 Dell Range Blvd,Cheyenne,Wyoming,82009,BG,Pluto's Smoke Shop | WY,Shipping,Shipping Tracking: 1Z90V7160318922889,1675,BrandonG,1,$0.00,$0.00,$0.00,6.00,1.00
01-06-2026,10086,25180,76431,1055,Shipping,11,Shipping,13015 Abercorn St. Unit E 3A,Savannah,Georgia,31419,ADM,WILD SIDE SAVANNAH-SA (GA),Shipping,Shipping Tracking: 1Z90V7160317966192,1055,admin,2,$0.00,$0.00,$0.00,6.00,2.00
01-06-2026,10111,25204,76310,1830,Shipping,11,Shipping,22595 Pillsbury Avenue,Lakeville,Minnesota,55044,JL,Eros Wholesalers,Shipping,Shipping,1830,Jared,1,$263.00,$263.00,$0.05,2.00,1.00
01-06-2026,10111,25204,76743,1830,Shipping,11,Shipping,22595 Pillsbury Avenue,Lakeville,Minnesota,55044,JL,Eros Wholesalers,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121608320,1830,Jared,1,$0.00,$0.00,$0.00,3.00,1.00
01-06-2026,10117,25211,76323,2047,Shipping,11,Shipping,1503 W STATE HWY J,OZARK,Missouri,65721,BW,2 CHICKS AND A HEADSHOP,Shipping,Shipping,2047,BenW,1,$0.00,$0.00,$0.05,2.00,1.00
01-06-2026,10117,25211,76442,2047,Shipping,11,Shipping,1503 W STATE HWY J,OZARK,Missouri,65721,BW,2 CHICKS AND A HEADSHOP,Shipping,Shipping Tracking: 1Z90V7160319959624,2047,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-06-2026,10122,25216,76345,1158,Shipping,11,Shipping,1421 Holmes Rd,Elgin,Illinois,60123,ADM,Jay Maha Inc,Shipping,Shipping,1158,admin,1,$20.00,$20.00,$0.05,2.00,1.00
01-06-2026,10122,25216,76657,1158,Shipping,11,Shipping,1421 Holmes Rd,Elgin,Illinois,60123,ADM,Jay Maha Inc,Shipping,Shipping Tracking: 1Z90V7160300561543,1158,admin,1,$0.00,$0.00,$0.00,4.00,1.00
01-06-2026,10123,25218,76487,1866,Shipping,11,Shipping,2350 W Hemingway Blvd,Nampa,Idaho,83651,ADM,SF Professional Distribution LLC,Shipping,Shipping Tracking: WILL CALL,1866,admin,1,$0.00,$0.00,$0.00,2.00,1.00
01-06-2026,10124,25228,76436,1069,Shipping,11,Shipping,8196 Colorado Blvd Unit N-5,Firestone,Colorado,80525,ADM,WILD SIDE FIRESTONE-FRS (CO),Shipping,Shipping Tracking: 1Z90V7160328987354,1069,admin,2,$0.00,$0.00,$0.00,4.00,2.00
01-06-2026,10125,25229,76435,1428,Shipping,11,Shipping,1001 Coffeen Ave,Sheridan,Wyoming,82801,BG,iCloud Vape and Smoke | Sheridan,Shipping,Shipping Tracking: 1Z90V7160320404121,1428,BrandonG,1,$0.00,$0.00,$0.00,3.00,1.00
01-06-2026,10126,25230,76444,1023,Shipping,11,Shipping,"ATTN: Eli, 1215 S Douglas Hwy",Gillette,Wyoming,82716,BG,iCloud Vape and Smoke 2 | Gilette,Shipping,Shipping Tracking: 1Z90V7160300761247,1023,BrandonG,1,$0.00,$0.00,$0.00,3.00,1.00
01-06-2026,10127,25231,76438,2052,Shipping,11,Shipping,11114 E US HWY 24,Sugar Creek,Missouri,64054,ADM,Wild Side Sugar Creek (MO),Shipping,Shipping Tracking: 1Z90V7160311704618,2052,admin,2,$0.00,$0.00,$0.00,10.00,2.00
01-06-2026,10128,25233,76414,1463,Shipping,11,Shipping,1934 Sheridan Avenue,Cody,Wyoming,82414,BG,Capitol Botanicals | WY,Shipping,Shipping,1463,BrandonG,1,$15.00,$15.00,$0.05,3.00,1.00
01-06-2026,10128,25233,76440,1463,Shipping,11,Shipping,1934 Sheridan Avenue,Cody,Wyoming,82414,BG,Capitol Botanicals | WY,Shipping,Shipping Tracking: 1Z90V7160325799385,1463,BrandonG,1,$0.00,$0.00,$0.00,6.00,1.00
01-06-2026,10129,25235,76423,1783,Shipping,11,Shipping,146-33 35th Ave,Flushing,New York,11354,DW,Noreservations,Shipping,Shipping,1783,DerekW,1,$12.50,$12.50,$0.05,2.00,1.00
01-06-2026,10129,25235,76656,1783,Shipping,11,Shipping,146-33 35th Ave,Flushing,New York,11354,DW,Noreservations,Shipping,Shipping Tracking: 1Z90V7160323028461,1783,DerekW,1,$0.00,$0.00,$0.00,4.00,1.00
01-06-2026,10130,25236,76425,1473,Shipping,11,Shipping,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,Shipping,Shipping,1473,DerekW,1,$12.50,$12.50,$0.05,2.00,1.00
01-06-2026,10130,25236,76441,1473,Shipping,11,Shipping,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,Shipping,Shipping Tracking: 1Z90V7160321121792,1473,DerekW,1,$0.00,$0.00,$0.00,3.00,1.00
01-06-2026,10131,25237,76429,115,Shipping,11,Shipping,1802 Enterprise Blvd,West Sacramento,California,95691,BW,Honest Inc,Shipping,Shipping,115,BenW,1,$370.00,$370.00,$0.05,2.00,1.00
01-06-2026,10131,25237,76489,115,Shipping,11,Shipping,1802 Enterprise Blvd,West Sacramento,California,95691,BW,Honest Inc,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121520600,115,BenW,1,$0.00,$0.00,$0.00,3.00,1.00
01-06-2026,10132,25240,76640,1429,Shipping,11,Shipping,1660 N 4th St,Laramie,Wyoming,82072,BG,iCloud Vape and Smoke | Laramie,Shipping,Shipping Tracking: 1Z90V7160301186493,1429,BrandonG,1,$0.00,$0.00,$0.00,2.00,1.00
01-06-2026,10136,25251,76494,1076,Shipping,11,Shipping,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,Shipping,Shipping,1076,BenW,1,$91.80,$91.80,$0.05,2.00,1.00
01-06-2026,10136,25251,76747,1076,Shipping,11,Shipping,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121611210,1076,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-07-2026,10088,25183,76681,2045,CC Processing,74,CC Processing,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,CC Processing,Credit Card Processing Fee,2045,BrandonG,1,$241.86,$241.86,$0.00,6.00,1.00
01-07-2026,10141,25307,76659,1639,CC Processing,74,CC Processing,338 Palisade Ave Ste 254,Jersey City,New Jersey,7307,DW,The Hemp Social,CC Processing,Credit Card Processing Fee,1639,DerekW,1,$22.35,$22.35,$0.00,3.00,1.00
01-07-2026,10143,25310,76689,1307,CC Processing,74,CC Processing,630 E 58th Ave,Denver,Colorado,80216,BG,Lazy Daze Inc,CC Processing,Credit Card Processing Fee,1307,BrandonG,1,$20.52,$20.52,$0.00,2.00,1.00
01-07-2026,10144,25311,76690,1686,CC Processing,74,CC Processing,127 Wanaque Ave,Pompton Lakes,New Jersey,7442,DW,Space Smoke Shop,CC Processing,Credit Card Processing Fee,1686,DerekW,1,$7.50,$7.50,$0.00,3.00,1.00
01-07-2026,10144,25311,76682,1686,KB-3000,207,KB-3000,127 Wanaque Ave,Pompton Lakes,New Jersey,7442,DW,Space Smoke Shop,KB-3000,Focus+Flow 12PK,1686,DerekW,4,$60.00,$240.00,$20.98,1.00,1.00
01-07-2026,10088,25183,76251,2045,KB-4000,206,KB-4000,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,KB-4000,Focus MC12,2045,BrandonG,10,$626.40,"$6,264.00","$2,195.90",1.00,1.00
01-07-2026,10133,25245,76469,158,KB-4000,206,KB-4000,3906 northridge place s.e.,Lacey,Washington,98503,BW,Olympia Wholesale,KB-4000,Focus MC12,158,BenW,10,$626.40,"$6,264.00","$2,195.90",1.00,1.00
01-07-2026,10139,25302,76613,1417,KB-4000,206,KB-4000,9400 Fairview Ave STE 100,Boise,Idaho,83704,ADM,Viable Alternatives,KB-4000,Focus MC12,1417,admin,3,$684.00,"$2,052.00",$623.66,1.00,1.00
01-07-2026,10140,25304,76617,961,KB-4000,206,KB-4000,850 Industrial Park Drive,Marietta,Georgia,30062,ED,Wholesale Express- ED,KB-4000,Focus MC12,961,Zalak,448,$576.00,"$258,048.00","$100,469.74",1.00,1.00
01-07-2026,10140,25304,76618,961,KB-4000,206,KB-4000,850 Industrial Park Drive,Marietta,Georgia,30062,ED,Wholesale Express- ED,KB-4000,Focus MC12,961,Zalak,2,$0.00,$0.00,$0.00,2.00,1.00
01-07-2026,10141,25307,76638,1639,KB-4000,206,KB-4000,338 Palisade Ave Ste 254,Jersey City,New Jersey,7307,DW,The Hemp Social,KB-4000,Focus MC12,1639,DerekW,1,$720.00,$720.00,$223.15,1.00,1.00
01-07-2026,10142,25309,76678,1042,KB-4000,206,KB-4000,203 Production Court,Elizabethtown,Kentucky,42701,ED,Etown Marketing & Distributing,KB-4000,Focus MC12,1042,Zalak,112,$576.00,"$64,512.00","$23,473.58",1.00,1.00
01-07-2026,10143,25310,76680,1307,KB-4000,206,KB-4000,630 E 58th Ave,Denver,Colorado,80216,BG,Lazy Daze Inc,KB-4000,Focus MC12,1307,BrandonG,1,$684.00,$684.00,$223.15,1.00,1.00
01-07-2026,10146,25331,76742,1175,KB-4000,206,KB-4000,5722 Logan Court,Denver,Colorado,80216,BG,CA Wholesale,KB-4000,Focus MC12,1175,BrandonG,112,$576.00,"$64,512.00","$25,118.60",1.00,1.00
01-07-2026,10088,25183,76252,2045,KB-4001,194,KB-4001,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,KB-4001,Release + Relax MC (12 boxes),2045,BrandonG,1,$540.00,$540.00,$175.19,2.00,1.00
01-07-2026,10088,25183,76253,2045,KB-4002,197,KB-4002,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,KB-4002,Zoom MC (12 boxes),2045,BrandonG,1,$432.00,$432.00,$119.31,3.00,1.00
01-07-2026,10139,25302,76614,1417,KB-4002,197,KB-4002,9400 Fairview Ave STE 100,Boise,Idaho,83704,ADM,Viable Alternatives,KB-4002,Zoom MC (12 boxes),1417,admin,2,$504.00,"$1,008.00",$238.61,2.00,1.00
01-07-2026,10088,25183,76254,2045,KB-4003,205,KB-4003,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,KB-4003,Mango-Tango MC 12CT,2045,BrandonG,1,$576.00,$576.00,$174.74,4.00,1.00
01-07-2026,10088,25183,76255,2045,Shipping,11,Shipping,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,Shipping,Shipping,2045,BrandonG,1,$250.00,$250.00,$0.05,5.00,1.00
01-07-2026,10088,25183,76745,2045,Shipping,11,Shipping,"ATTN: Robert Nabors
250 Goat Trail",White Fish,Montana,59937,BG,Nabors Wholesale | MT,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121626290,2045,BrandonG,1,$0.00,$0.00,$0.00,7.00,1.00
01-07-2026,10133,25245,76470,158,Shipping,11,Shipping,3906 northridge place s.e.,Lacey,Washington,98503,BW,Olympia Wholesale,Shipping,Shipping,158,BenW,1,$62.40,$62.40,$0.05,2.00,1.00
01-07-2026,10133,25245,76748,158,Shipping,11,Shipping,3906 northridge place s.e.,Lacey,Washington,98503,BW,Olympia Wholesale,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121609890,158,BenW,1,$0.00,$0.00,$0.00,3.00,1.00
01-07-2026,10139,25302,77052,1417,Shipping,11,Shipping,9400 Fairview Ave STE 100,Boise,Idaho,83704,ADM,Viable Alternatives,Shipping,Shipping Tracking: WILL CALL,1417,admin,1,$0.00,$0.00,$0.00,3.00,1.00
01-07-2026,10140,25304,77535,961,Shipping,11,Shipping,850 Industrial Park Drive,Marietta,Georgia,30062,ED,Wholesale Express- ED,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121970400,961,Zalak,1,$0.00,$0.00,$0.00,3.00,1.00
01-07-2026,10140,25304,77849,961,Shipping,11,Shipping,850 Industrial Park Drive,Marietta,Georgia,30062,ED,Wholesale Express- ED,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77122180160,961,Zalak,1,$0.00,$0.00,$0.00,4.00,1.00
01-07-2026,10141,25307,76639,1639,Shipping,11,Shipping,338 Palisade Ave Ste 254,Jersey City,New Jersey,7307,DW,The Hemp Social,Shipping,Shipping,1639,DerekW,1,$25.00,$25.00,$0.05,2.00,1.00
01-07-2026,10141,25307,76671,1639,Shipping,11,Shipping,338 Palisade Ave Ste 254,Jersey City,New Jersey,7307,DW,The Hemp Social,Shipping,Shipping Tracking: 1Z90V7160309643206,1639,DerekW,1,$0.00,$0.00,$0.00,4.00,1.00
01-07-2026,10142,25309,76679,1042,Shipping,11,Shipping,203 Production Court,Elizabethtown,Kentucky,42701,ED,Etown Marketing & Distributing,Shipping,Shipping,1042,Zalak,1,$800.00,$800.00,$0.05,2.00,1.00
01-07-2026,10142,25309,77642,1042,Shipping,11,Shipping,203 Production Court,Elizabethtown,Kentucky,42701,ED,Etown Marketing & Distributing,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77122062620,1042,Zalak,1,$0.00,$0.00,$0.00,3.00,1.00
01-07-2026,10143,25310,76725,1307,Shipping,11,Shipping,630 E 58th Ave,Denver,Colorado,80216,BG,Lazy Daze Inc,Shipping,Shipping Tracking: 1Z90V7160315125111,1307,BrandonG,1,$0.00,$0.00,$0.00,3.00,1.00
01-07-2026,10144,25311,76683,1686,Shipping,11,Shipping,127 Wanaque Ave,Pompton Lakes,New Jersey,7442,DW,Space Smoke Shop,Shipping,Shipping,1686,DerekW,1,$10.00,$10.00,$0.05,2.00,1.00
01-07-2026,10144,25311,76723,1686,Shipping,11,Shipping,127 Wanaque Ave,Pompton Lakes,New Jersey,7442,DW,Space Smoke Shop,Shipping,Shipping Tracking: 1Z90V7160334402197,1686,DerekW,1,$0.00,$0.00,$0.00,4.00,1.00
01-07-2026,10146,25331,76890,1175,Shipping,11,Shipping,5722 Logan Court,Denver,Colorado,80216,BG,CA Wholesale,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121692600,1175,BrandonG,1,$0.00,$0.00,$0.00,2.00,1.00
01-08-2026,9928,24639,76884,1782,CC Processing,74,CC Processing,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,CC Processing,Credit Card Processing Fee,1782,Jared,1,$8.64,$8.64,$0.00,6.00,1.00
01-08-2026,#T33CVZSO4GJEUQ,25350,76782,1785,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"1450 MANGROVE AVE
IN STORE",CHICO,California,95926-2684,,VOLCANO SMOKE N VAPE,KB-019,BX12 Focus + Flow,1785,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#VRLMHXSZ6AHLYM,25351,76783,1750,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,5030 RHONDA RD STE C,ANDERSON,California,96007-9016,,SMOKERS CHOICE (ANDERSON),KB-019,BX12 Focus + Flow,1750,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#YCWWFHBM2G6428,25352,76784,276,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"6761 STANFORD RANCH RD
IN STORE",ROCKLIN,California,95677-4796,,Top Notch Smoke Shop,KB-019,BX12 Focus + Flow,276,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#TD9MKC8Y17WF1D,25353,76785,1747,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"1750 CLARK AVE
IN STORE",LONG BEACH,California,90815-3801,,CLARKS LIQUOR,KB-019,BX12 Focus + Flow,1747,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#4BNEELX6M0C0DE,25354,76786,1766,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"29830 ELLENSBURG AVE
IN STORE",GOLD BEACH,Oregon,97444-7803,,GOLD BEACH LIQUOR AND SMOKES,KB-019,BX12 Focus + Flow,1766,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#SN2N8AVWG8EZOG,25355,76787,1741,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"19305 STATE HIGHWAY 71 W
IN STORE",SPICEWOOD,Texas,78669-6551,,MR EXPRESS,KB-019,BX12 Focus + Flow,1741,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#D0IOEXKUFHM3EC,25356,76788,1729,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,3303 KIMBER DR STE A,NEWBURY PARK,California,91320-4368,,CASK & WINE SHOP,KB-019,BX12 Focus + Flow,1729,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#F43I68MWHDZ0T8,25357,76789,1824,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"51 CLARK ST
IN STORE",BROOKLYN,New York,11201-2415,,CLARK MARKET,KB-019,BX12 Focus + Flow,1824,ShipStation,0,$60.00,$120.00,$0.00,1.00,1.00
01-08-2026,#APEG1M758XUHPM,25358,76790,818,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,2485 NOTRE DAME BLVD STE 460,CHICO,California,95928-7155,,Cigarette City #3,KB-019,BX12 Focus + Flow,818,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#TDXLZ20VJ2AL1C,25359,76791,1745,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"1808 CA-273
IN STORE",Anderson,California,96007,,ANDERSON VAPES AND SMOKES,KB-019,BX12 Focus + Flow,1745,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#1TC4FFXWZ63ST9,25360,76792,1751,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"11913 RANCHO ALTO RD
IN STORE",AUSTIN,Texas,78748-3512,,FUEL WISE,KB-019,BX12 Focus + Flow,1751,ShipStation,0,$60.00,$0.00,$0.00,1.00,1.00
01-08-2026,#RI6Z7OZ36VMR7Z,25361,76794,276,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"337 NORD AVE
IN STORE",CHICO,California,95926-4710,,Top Notch Smoke Shop,KB-019,BX12 Focus + Flow,276,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-08-2026,#HKT64AKYZNHUIK,25362,76795,1823,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"6010 NEW JESUP HWY
IN STORE",BRUNSWICK,Georgia,31523-1628,,TOMMYS CORNER,KB-019,BX12 Focus + Flow,1823,ShipStation,0,$60.00,$0.00,$0.00,1.00,1.00
01-08-2026,10153,25348,76775,576,KB-038,174,KB-038,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,KB-038,"Acrylic Kit- Black( 4 FF, 2 Zoom, 1 Mango, 1 RR)",576,Jared,16,$350.00,"$5,600.00","$1,713.62",2.00,1.00
01-08-2026,10153,25348,76774,576,KB-039,175,KB-039,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,KB-039,"Acrylic kit- White(4 FF, 2 Zoom, 1 RR,1 mango)",576,Jared,16,$350.00,"$5,600.00","$1,902.76",1.00,1.00
