Issued Date,Account id,Billing Name,Bill to address,Billing City,Billing State,Billing Zip,Customer,Default Sales Rep,Product ID,Product,Sales order Number,So status,Sales Rep,Sales Order Custom Field 1,Sales Order Custom Field 2,So c3,Sales Order Custom Field 4,Sales Order Custom Field 5,So c6,SO ID,SO Item ID,SO Item Product Number,Product description,Soitem desc,SO Item Type,BOL,Carrier name,Ship status,SO Number,Status ID,Sales man initials,Company name,Qty fulfilled,Last Unit Price,So ct,Unit Price,Total Price,Total cost,Sales Order Line Item
01-08-2026,1040,Blueberry Trading,"2496 Port Street,West",West Sacramento,California,95691,Blueberry Trading,Ben Wallner,206,KB-4000,10154,Fulfilled,BenW,,,,,,,25349,76779,KB-4000,Focus MC12,Focus MC12,Sale,231565,Saia,Shipped,10154,30,BW,CWL Brands,56.00,$576.0000,1.00,$612.00,"$34,272.00","$11,641.68",1.00
01-08-2026,1040,Blueberry Trading,"2496 Port Street,West",West Sacramento,California,95691,Blueberry Trading,Ben Wallner,11,Shipping,10154,Fulfilled,BenW,,,,,,,25349,76780,Shipping,Shipping,Shipping,Shipping,231565,Saia,Shipped,10154,30,BW,CWL Brands,1.00,$0.0000,1.00,$342.00,$342.00,$0.05,2.00
01-08-2026,1040,Blueberry Trading,"2496 Port Street,West",West Sacramento,California,95691,Blueberry Trading,Ben Wallner,0,,10154,Fulfilled,BenW,,,,,,,25349,76781,Paid Shipping,,AE Paid Shipping,Discount Amount,231565,Saia,Shipped,10154,30,BW,CWL Brands,1.00,$0.0000,1.00,-$171.00,-$171.00,$0.00,3.00
01-08-2026,1040,Blueberry Trading,"2496 Port Street,West",West Sacramento,California,95691,Blueberry Trading,Ben Wallner,11,Shipping,10154,Fulfilled,BenW,,,,,,,25349,77039,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121785270,Shipping,231565,Saia,Shipped,10154,30,BW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-08-2026,881,Paradox Wilsonville,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,Paradox Wilsonville,Ben Wallner,206,KB-4000,10138,Fulfilled,BenW,,,,,,,25254,76506,KB-4000,Focus MC12,Focus MC12,Sale,231213,UPS,Shipped,10138,30,BW,CWL Brands,1.00,$576.0000,1.00,$720.00,$720.00,$224.27,1.00
01-08-2026,881,Paradox Wilsonville,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,Paradox Wilsonville,Ben Wallner,11,Shipping,10138,Fulfilled,BenW,,,,,,,25254,76507,Shipping,Shipping,Shipping,Shipping,231213,UPS,Shipped,10138,30,BW,CWL Brands,1.00,$0.0000,1.00,$20.00,$20.00,$0.05,2.00
01-08-2026,881,Paradox Wilsonville,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,Paradox Wilsonville,Ben Wallner,11,Shipping,10138,Fulfilled,BenW,,,,,,,25254,76891,Shipping,Shipping,Shipping Tracking: 1Z90V7160321896081,Shipping,231213,UPS,Shipped,10138,30,BW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1074,Rochester Smoke Shop,"ATTN: Steve, 3456 55th St NW",Rochester,Minnesota,55901,Rochester Smoke Shop,,206,KB-4000,10155,Fulfilled,BrandonG,,,,,,,25377,76853,KB-4000,Focus MC12,Focus MC12,Sale,231244,UPS,Shipped,10155,30,BG,CWL Brands,8.00,$576.0000,1.00,$684.00,"$5,472.00","$1,663.10",1.00
01-08-2026,1074,Rochester Smoke Shop,"ATTN: Steve, 3456 55th St NW",Rochester,Minnesota,55901,Rochester Smoke Shop,,11,Shipping,10155,Fulfilled,BrandonG,,,,,,,25377,77038,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121731450,Shipping,231244,UPS,Shipped,10155,30,BG,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,1697,E-Smoke & Convenience,2 W 33rd St,New York,New York,10001,E-Smoke & Convenience,,207,KB-3000,10135,Fulfilled,DerekW,,,,,,,25250,76490,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231220,UPS,Shipped,10135,30,DW,CWL Brands,6.00,$60.0000,1.00,$60.00,$360.00,$31.47,1.00
01-08-2026,1697,E-Smoke & Convenience,2 W 33rd St,New York,New York,10001,E-Smoke & Convenience,,11,Shipping,10135,Fulfilled,DerekW,,,,,,,25250,76491,Shipping,Shipping,Shipping,Shipping,231220,UPS,Shipped,10135,30,DW,CWL Brands,1.00,$0.0000,1.00,$15.00,$15.00,$0.05,2.00
01-08-2026,1697,E-Smoke & Convenience,2 W 33rd St,New York,New York,10001,E-Smoke & Convenience,,11,Shipping,10135,Fulfilled,DerekW,,,,,,,25250,76892,Shipping,Shipping,Shipping Tracking: 1Z90V7160313740530,Shipping,231220,UPS,Shipped,10135,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1493,Mahant 342 Inc,251 5th Ave Street Level,New York,New York,10016,Mahant 342 Inc,,207,KB-3000,10157,Fulfilled,DerekW,,,,,,,25384,76875,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Credit Return,,,,,0,DW,CWL Brands,18.00,$60.0000,1.00,-$60.00,"-$1,080.00",-$94.40,1.00
01-08-2026,1493,Mahant 342 Inc,251 5th Ave Street Level,New York,New York,10016,Mahant 342 Inc,,196,KB-3002,10157,Fulfilled,DerekW,,,,,,,25384,76876,KB-3002,Zoom 12PK,Zoom 12PK,Credit Return,,,,,0,DW,CWL Brands,2.00,$42.0000,1.00,-$42.00,-$84.00,-$32.46,2.00
01-08-2026,1493,Mahant 342 Inc,251 5th Ave Street Level,New York,New York,10016,Mahant 342 Inc,,207,KB-3000,10158,Fulfilled,DerekW,,,,,,,25385,76877,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231206,UPS,Shipped,10158,30,DW,CWL Brands,18.00,$60.0000,1.00,$60.00,"$1,080.00",$94.40,1.00
01-08-2026,1493,Mahant 342 Inc,251 5th Ave Street Level,New York,New York,10016,Mahant 342 Inc,,196,KB-3002,10158,Fulfilled,DerekW,,,,,,,25385,76878,KB-3002,Zoom 12PK,Zoom 12PK,Sale,231206,UPS,Shipped,10158,30,DW,CWL Brands,2.00,$42.0000,1.00,$42.00,$84.00,$32.46,2.00
01-08-2026,1493,Mahant 342 Inc,251 5th Ave Street Level,New York,New York,10016,Mahant 342 Inc,,11,Shipping,10158,Fulfilled,DerekW,,,,,,,25385,76895,Shipping,Shipping,Shipping Tracking: 1Z90V7160313640559,Shipping,231206,UPS,Shipped,10158,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1801,Nevada Cash & Carry,1015 telegraph Ste. A,Reno,Nevada,89502,Nevada Cash & Carry,Jared Leuzinger,206,KB-4000,10024,Fulfilled,Jared,,,,,,,25012,75625,KB-4000,Focus MC12,Focus MC12,Sale,231268,Saia,Shipped,10024,30,JL,CWL Brands,28.00,$576.0000,1.00,$612.00,"$17,136.00","$5,820.84",1.00
01-08-2026,1801,Nevada Cash & Carry,1015 telegraph Ste. A,Reno,Nevada,89502,Nevada Cash & Carry,Jared Leuzinger,11,Shipping,10024,Fulfilled,Jared,,,,,,,25012,75626,Shipping,Shipping,Shipping,Shipping,231268,Saia,Shipped,10024,30,JL,CWL Brands,1.00,$0.0000,1.00,$174.00,$174.00,$0.05,2.00
01-08-2026,1801,Nevada Cash & Carry,1015 telegraph Ste. A,Reno,Nevada,89502,Nevada Cash & Carry,Jared Leuzinger,11,Shipping,10024,Fulfilled,Jared,,,,,,,25012,77041,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121733710,Shipping,231268,Saia,Shipped,10024,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,206,KB-4000,10145,Fulfilled,Jared,,,,,,,25330,76739,KB-4000,Focus MC12,Focus MC12,Sale,231466,Saia,Shipped,10145,30,JL,CWL Brands,560.00,$576.0000,1.00,$576.00,"$322,560.00","$114,019.95",1.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,206,KB-4000,10145,Fulfilled,Jared,,,,,,,25330,76739,KB-4000,Focus MC12,Focus MC12,Sale,232173,Saia,Shipped,10145,30,JL,CWL Brands,560.00,$576.0000,1.00,$576.00,"$322,560.00","$114,019.95",1.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,11,Shipping,10145,Fulfilled,Jared,,,,,,,25330,77045,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121763100,Shipping,231466,Saia,Shipped,10145,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,11,Shipping,10145,Fulfilled,Jared,,,,,,,25330,77045,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121763100,Shipping,232173,Saia,Shipped,10145,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,11,Shipping,10145,Fulfilled,Jared,,,,,,,25330,77308,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121878090,Shipping,231466,Saia,Shipped,10145,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1131,Amia Trading - AWS,201 E Anderson Lane,Austin,Texas,78752,Amia Trading - AWS,,11,Shipping,10145,Fulfilled,Jared,,,,,,,25330,77308,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121878090,Shipping,232173,Saia,Shipped,10145,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,207,KB-3000,9928,Fulfilled,Jared,,,,,,,24639,74298,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231237,UPS,Shipped,9928,30,JL,CWL Brands,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,193,KB-3001,9928,Fulfilled,Jared,,,,,,,24639,74299,KB-3001,Release + Relax 12pk,Release + Relax 12pk,Sale,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$60.0000,1.00,$54.00,$54.00,$16.50,2.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,196,KB-3002,9928,Fulfilled,Jared,,,,,,,24639,74300,KB-3002,Zoom 12PK,Zoom 12PK,Sale,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$42.0000,1.00,$42.00,$42.00,$16.23,3.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,204,KB-3003,9928,Fulfilled,Jared,,,,,,,24639,74301,KB-3003,Mango-Tango 12pk,Mango-Tango 12pk,Sale,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$72.0000,1.00,$60.00,$60.00,$17.24,4.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,11,Shipping,9928,Fulfilled,Jared,,,,,,,24639,74302,Shipping,Shipping,Shipping,Shipping,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$0.0000,1.00,$12.00,$12.00,$0.05,5.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,74,CC Processing,9928,Fulfilled,Jared,,,,,,,24639,76884,CC Processing,Credit Card Processing Fee,Credit Card Processing Fee,Sale,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$0.0000,1.00,$8.64,$8.64,$0.00,6.00
01-08-2026,1782,A Vape Escape,2550 W State Rte 89A #3,Sedona,Arizona,86336,A Vape Escape,Jared Leuzinger,11,Shipping,9928,Fulfilled,Jared,,,,,,,24639,76894,Shipping,Shipping,Shipping Tracking: 1Z90V7160325522495,Shipping,231237,UPS,Shipped,9928,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,7.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,206,KB-4000,10063,Fulfilled,Jared,,,,,,,25097,75930,KB-4000,Focus MC12,Focus MC12,Sale,231558,Saia,Shipped,10063,30,JL,CWL Brands,56.00,$576.0000,1.00,$612.00,"$34,272.00","$11,641.68",1.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,11,Shipping,10063,Fulfilled,Jared,,,,,,,25097,75931,Shipping,Shipping,Shipping,Shipping,231558,Saia,Shipped,10063,30,JL,CWL Brands,1.00,$0.0000,1.00,$343.00,$343.00,$0.05,2.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,175,KB-039,10153,Fulfilled,Jared,,,,,,,25348,76774,KB-039,"Acrylic kit- White(4 FF, 2 Zoom, 1 RR,1 mango)","Acrylic kit- White(4 FF, 2 Zoom, 1 RR,1 mango)",Sale,231138,UPS,Shipped,10153,30,JL,CWL Brands,16.00,$0.0000,1.00,$350.00,"$5,600.00","$1,902.76",1.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,174,KB-038,10153,Fulfilled,Jared,,,,,,,25348,76775,KB-038,"Acrylic Kit- Black( 4 FF, 2 Zoom, 1 Mango, 1 RR)","Acrylic Kit- Black( 4 FF, 2 Zoom, 1 Mango, 1 RR)",Sale,231138,UPS,Shipped,10153,30,JL,CWL Brands,16.00,$0.0000,1.00,$350.00,"$5,600.00","$1,713.62",2.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,11,Shipping,10153,Fulfilled,Jared,,,,,,,25348,76776,Shipping,Shipping,Shipping,Shipping,231138,UPS,Shipped,10153,30,JL,CWL Brands,1.00,$0.0000,1.00,$199.00,$199.00,$0.05,3.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,0,,10153,Fulfilled,Jared,,,,,,,25348,76778,Acrylic Rebate 2,,ACR-Distributor Rebate,Discount Amount,231138,UPS,Shipped,10153,30,JL,CWL Brands,1.00,$0.0000,1.00,"-$1,000.00","-$1,000.00",$0.00,4.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,206,KB-4000,10063,Fulfilled,Jared,,,,,,,25097,76936,KB-4000,Focus MC12,Focus MC12,Sale,231558,Saia,Shipped,10063,30,JL,CWL Brands,1.00,$576.0000,1.00,$600.00,$600.00,$207.89,3.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,0,,10063,Fulfilled,Jared,,,,,,,25097,76937,Acrylic Rebate 2,,ACR-Distributor Rebate,Discount Amount,231558,Saia,Shipped,10063,30,JL,CWL Brands,1.00,$0.0000,1.00,-$600.00,-$600.00,$0.00,4.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,11,Shipping,10153,Fulfilled,Jared,,,,,,,25348,77040,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121783140,Shipping,231138,UPS,Shipped,10153,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,5.00
01-08-2026,576,LV Cash n Carry Attn Parth,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,LV Cash n Carry Attn Parth,,11,Shipping,10063,Fulfilled,Jared,,,,,,,25097,77044,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121783140,Shipping,231558,Saia,Shipped,10063,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,5.00
01-08-2026,1807,Majestic Distribtion LLC,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,Majestic Distribtion LLC,Jared Leuzinger,206,KB-4000,10134,Fulfilled,Jared,,,,,,,25246,76471,KB-4000,Focus MC12,Focus MC12,Sale,231251,Saia,Shipped,10134,30,JL,CWL Brands,20.00,$576.0000,1.00,$626.40,"$12,528.00","$4,157.74",1.00
01-08-2026,1807,Majestic Distribtion LLC,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,Majestic Distribtion LLC,Jared Leuzinger,11,Shipping,10134,Fulfilled,Jared,,,,,,,25246,76472,Shipping,Shipping,Shipping,Shipping,231251,Saia,Shipped,10134,30,JL,CWL Brands,1.00,$0.0000,1.00,$189.00,$189.00,$0.05,2.00
01-08-2026,1807,Majestic Distribtion LLC,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,Majestic Distribtion LLC,Jared Leuzinger,0,,10134,Fulfilled,Jared,,,,,,,25246,76473,Acrylic Rebate 2,,ACR-Distributor Rebate,Discount Amount,231251,Saia,Shipped,10134,30,JL,CWL Brands,1.00,$0.0000,1.00,-$150.00,-$150.00,$0.00,3.00
01-08-2026,1807,Majestic Distribtion LLC,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,Majestic Distribtion LLC,Jared Leuzinger,11,Shipping,10134,Fulfilled,Jared,,,,,,,25246,77042,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121732700,Shipping,231251,Saia,Shipped,10134,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-08-2026,1669,Lucky Stop,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,Lucky Stop,,206,KB-4000,10156,Fulfilled,Jared,,,,,,,25378,76863,KB-4000,Focus MC12,Focus MC12,Sale,231121,UPS,Shipped,10156,30,JL,CWL Brands,1.00,$576.0000,1.00,$720.00,$720.00,$224.27,1.00
01-08-2026,1669,Lucky Stop,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,Lucky Stop,,204,KB-3003,10156,Fulfilled,Jared,,,,,,,25378,76864,KB-3003,Mango-Tango 12pk,Mango-Tango 12pk,Sale,231121,UPS,Shipped,10156,30,JL,CWL Brands,1.00,$72.0000,1.00,$60.00,$60.00,$17.24,2.00
01-08-2026,1669,Lucky Stop,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,Lucky Stop,,212,KB-2004,10156,Fulfilled,Jared,,,,,,,25378,76865,KB-2004,RAW 60 ml single bottle,RAW 60 ml single bottle,Sale,231121,UPS,Shipped,10156,30,JL,CWL Brands,6.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,1669,Lucky Stop,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,Lucky Stop,,11,Shipping,10156,Fulfilled,Jared,,,,,,,25378,76866,Shipping,Shipping,Shipping,Shipping,231121,UPS,Shipped,10156,30,JL,CWL Brands,1.00,$0.0000,1.00,$25.00,$25.00,$0.05,4.00
01-08-2026,1669,Lucky Stop,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,Lucky Stop,,11,Shipping,10156,Fulfilled,Jared,,,,,,,25378,76889,Shipping,Shipping,Shipping Tracking: 1Z90V7160325364862,Shipping,231121,UPS,Shipped,10156,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,5.00
01-08-2026,1961,LAKISH INVESTMENTS INC,"Kettle Falls EXXON
103 E 3rd Ave",Kettle Falls,Washington,99141,Kettle Falls EXXON,Jared Leuzinger,206,KB-4000,10019,Fulfilled,Jared,,,,,,,25001,75587,KB-4000,Focus MC12,Focus MC12,Sale,231107,UPS,Shipped,10019,30,JL,CWL Brands,3.00,$576.0000,1.00,$720.00,"$2,160.00",$735.29,1.00
01-08-2026,1961,LAKISH INVESTMENTS INC,"Kettle Falls EXXON
103 E 3rd Ave",Kettle Falls,Washington,99141,Kettle Falls EXXON,Jared Leuzinger,11,Shipping,10019,Fulfilled,Jared,,,,,,,25001,76854,Shipping,Shipping,Shipping Tracking: 1Z90V7160308851484,Shipping,231107,UPS,Shipped,10019,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,1751,FUEL WISE,"11913 RANCHO ALTO RD
IN STORE",AUSTIN,Texas,78748-3512,FUEL WISE,,82,FG- BX12 Focus+Flow,#1TC4FFXWZ63ST9,Closed Short,ShipStation,,,,,,,25360,76792,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,230780,UPS,Shipped,#1TC4FFXWZ63ST9,30,,CWL Brands,0.00,$48.0000,1.00,$60.00,$0.00,$0.00,1.00
01-08-2026,1751,FUEL WISE,"11913 RANCHO ALTO RD
IN STORE",AUSTIN,Texas,78748-3512,FUEL WISE,,204,KB-3003,#1TC4FFXWZ63ST9,Closed Short,ShipStation,,,,,,,25360,76793,KB-3003,Mango-Tango 12pk,Mango-Tango 12pk,Sale,230780,UPS,Shipped,#1TC4FFXWZ63ST9,30,,CWL Brands,8.00,$72.0000,1.00,$59.88,$479.04,$137.88,2.00
01-08-2026,1785,VOLCANO SMOKE N VAPE,"1450 MANGROVE AVE
IN STORE",CHICO,California,95926-2684,VOLCANO SMOKE N VAPE,Ben Wallner,82,FG- BX12 Focus+Flow,#T33CVZSO4GJEUQ,Cancelled,ShipStation,,,,,,,25350,76782,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1747,CLARKS LIQUOR,"1750 CLARK AVE
IN STORE",LONG BEACH,California,90815-3801,CLARKS LIQUOR,,82,FG- BX12 Focus+Flow,#TD9MKC8Y17WF1D,Cancelled,ShipStation,,,,,,,25353,76785,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1745,ANDERSON VAPES AND SMOKES,"1808 CA-273
IN STORE",Anderson,California,96007,ANDERSON VAPES AND SMOKES,,82,FG- BX12 Focus+Flow,#TDXLZ20VJ2AL1C,Cancelled,ShipStation,,,,,,,25359,76791,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1741,MR EXPRESS,"19305 STATE HIGHWAY 71 W
IN STORE",SPICEWOOD,Texas,78669-6551,MR EXPRESS,,82,FG- BX12 Focus+Flow,#SN2N8AVWG8EZOG,Cancelled,ShipStation,,,,,,,25355,76787,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,818,CIGARETTE CITY #3,2485 NOTRE DAME BLVD STE 460,CHICO,California,95928-7155,Cigarette City #3,,82,FG- BX12 Focus+Flow,#APEG1M758XUHPM,Cancelled,ShipStation,,,,,,,25358,76790,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1766,GOLD BEACH LIQUOR AND SMOKES,"29830 ELLENSBURG AVE
IN STORE",GOLD BEACH,Oregon,97444-7803,GOLD BEACH LIQUOR AND SMOKES,,82,FG- BX12 Focus+Flow,#4BNEELX6M0C0DE,Cancelled,ShipStation,,,,,,,25354,76786,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1729,CASK & WINE SHOP,3303 KIMBER DR STE A,NEWBURY PARK,California,91320-4368,CASK & WINE SHOP,,82,FG- BX12 Focus+Flow,#D0IOEXKUFHM3EC,Cancelled,ShipStation,,,,,,,25356,76788,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,276,TOP NOTCH SMOKE SHOP,"337 NORD AVE
IN STORE",CHICO,California,95926-4710,Top Notch Smoke Shop,Ben Wallner,82,FG- BX12 Focus+Flow,#RI6Z7OZ36VMR7Z,Cancelled,ShipStation,,,,,,,25361,76794,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1750,SMOKERS CHOICE (ANDERSON),5030 RHONDA RD STE C,ANDERSON,California,96007-9016,SMOKERS CHOICE (ANDERSON),,82,FG- BX12 Focus+Flow,#VRLMHXSZ6AHLYM,Cancelled,ShipStation,,,,,,,25351,76783,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1824,CLARK MARKET,"51 CLARK ST
IN STORE",BROOKLYN,New York,11201-2415,CLARK MARKET,,82,FG- BX12 Focus+Flow,#F43I68MWHDZ0T8,Cancelled,ShipStation,,,,,,,25357,76789,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,,,0,,CWL Brands,0.00,$48.0000,1.00,$60.00,$120.00,$0.00,1.00
01-08-2026,1823,TOMMYS CORNER,"6010 NEW JESUP HWY
IN STORE",BRUNSWICK,Georgia,31523-1628,TOMMYS CORNER,,82,FG- BX12 Focus+Flow,#HKT64AKYZNHUIK,Closed Short,ShipStation,,,,,,,25362,76795,FG- BX12 Focus+Flow,BX12 Focus + Flow,BX12 Focus + Flow,Sale,230797,UPS,Shipped,#HKT64AKYZNHUIK,30,,CWL Brands,0.00,$48.0000,1.00,$60.00,$0.00,$0.00,1.00
01-08-2026,1823,TOMMYS CORNER,"6010 NEW JESUP HWY
IN STORE",BRUNSWICK,Georgia,31523-1628,TOMMYS CORNER,,204,KB-3003,#HKT64AKYZNHUIK,Closed Short,ShipStation,,,,,,,25362,76796,KB-3003,Mango-Tango 12pk,Mango-Tango 12pk,Sale,230797,UPS,Shipped,#HKT64AKYZNHUIK,30,,CWL Brands,2.00,$72.0000,1.00,$59.88,$119.76,$34.47,2.00
